Request,Execution Time (s),CPU (%),Memory (%),Requests/s
1,0.012064,0.0,23.9,69.708720
2,0.005273,78.9,23.9,100.189998
3,0.002920,0.0,23.9,129.740805
4,0.004812,20.0,23.9,141.606172
5,0.002706,0.0,23.9,160.351111
6,0.004396,0.0,23.9,166.555197
7,0.007375,14.3,23.9,160.652061
8,0.002692,0.0,23.9,172.377217
9,0.002282,20.0,23.9,184.037833
10,0.004732,0.0,23.9,185.155278
11,0.002698,0.0,23.9,193.353941
12,0.002406,33.3,23.9,201.830361
13,0.002064,0.0,23.9,210.668882
14,0.002367,0.0,23.9,217.637194
15,0.004631,76.2,23.9,215.920763
16,0.002881,0.0,23.9,222.158874
17,0.002571,0.0,23.9,225.709364
18,0.003841,78.9,23.9,226.497399
19,0.002370,0.0,23.9,231.729503
20,0.002353,0.0,23.9,236.041498
21,0.002938,28.6,23.9,238.866593
22,0.002656,0.0,23.9,242.452962
23,0.004935,0.0,23.9,239.392002
24,0.002938,33.3,23.9,242.560990
25,0.006864,0.0,23.9,234.580236
26,0.005041,37.5,23.9,232.433818
27,0.002911,0.0,23.9,234.702789
28,0.002482,0.0,23.9,237.909131
29,0.002718,20.0,23.9,240.173792
30,0.002756,0.0,23.9,242.277731
31,0.004931,75.0,23.9,240.931354
32,0.003556,0.0,23.9,240.613336
33,0.005846,53.8,23.8,237.158377
34,0.002741,0.0,23.8,239.086642
35,0.005920,16.7,23.8,235.927788
36,0.005315,0.0,23.8,233.493244
37,0.003040,0.0,23.8,235.347037
38,0.002572,42.9,23.8,237.288074
39,0.003022,0.0,23.8,238.829426
40,0.002433,0.0,23.8,241.015594
41,0.006704,40.0,23.8,236.751336
42,0.006584,68.4,23.8,233.962953
43,0.008414,22.2,23.8,227.836983
44,0.003557,0.0,23.8,228.283183
45,0.004614,0.0,23.8,227.658757
46,0.002457,33.3,23.8,229.538330
47,0.002636,0.0,23.8,231.245374
48,0.007935,68.4,23.8,226.777106
49,0.003118,0.0,23.9,228.027179
50,0.002703,20.0,23.9,229.350592
51,0.003401,0.0,23.9,229.909356
52,0.005702,0.0,23.9,228.369951
53,0.006364,22.2,23.8,226.191777
54,0.002608,0.0,23.8,227.705174
55,0.004714,20.0,23.8,227.050283
56,0.004730,0.0,23.8,226.509461
57,0.002470,33.3,23.8,228.206753
58,0.004225,0.0,23.8,227.849250
59,0.002966,0.0,23.8,228.846792
60,0.004887,14.3,23.8,228.119088
61,0.002698,0.0,23.8,229.393187
62,0.004931,60.0,23.8,228.592919
63,0.005016,0.0,23.8,227.813146
64,0.002528,20.0,23.8,229.221209
65,0.005630,0.0,23.8,227.909762
66,0.008209,68.4,23.9,224.679538
67,0.004698,44.4,23.9,224.293794
68,0.005419,0.0,23.9,223.292011
69,0.002797,0.0,23.9,224.409293
70,0.004753,37.5,23.9,223.963263
71,0.005230,16.7,23.9,223.197090
72,0.006735,0.0,23.9,221.251304
73,0.004761,61.5,23.9,220.810473
74,0.002851,0.0,23.9,221.965760
75,0.003965,0.0,23.9,222.046477
76,0.005653,14.3,23.9,221.113453
77,0.008943,55.6,23.9,218.420092
78,0.005263,25.0,23.8,217.452899
79,0.006217,0.0,23.8,216.357795
80,0.002844,20.0,23.8,217.321592
81,0.005006,0.0,23.9,217.134498
82,0.002703,0.0,23.9,217.800513
83,0.005402,20.0,23.9,217.435197
84,0.003196,0.0,23.9,217.862613
85,0.002705,42.9,23.9,218.806481
86,0.002223,0.0,23.9,220.006114
87,0.003866,0.0,23.9,220.189381
88,0.002257,0.0,23.9,221.335569
89,0.003974,20.0,23.9,221.686653
90,0.002826,0.0,23.9,222.258219
91,0.006106,68.8,23.9,221.207283
92,0.002910,0.0,23.9,221.955439
93,0.007558,75.0,23.9,220.182635
94,0.004930,0.0,23.9,220.012241
95,0.002863,28.6,23.9,220.580411
96,0.002181,0.0,23.9,221.702370
