Request,Execution Time (s),CPU (%),Memory (%),Requests/s
1,0.011106,0.0,23.8,80.292201
2,0.002321,0.0,23.8,134.346701
3,0.002687,0.0,23.8,167.731904
4,0.002849,0.0,23.8,192.686528
5,0.005182,25.0,23.8,191.552219
6,0.002290,0.0,23.8,209.979424
7,0.002231,33.3,23.8,223.208132
8,0.002042,0.0,23.8,236.839211
9,0.002506,0.0,23.8,246.673785
10,0.002699,0.0,23.8,252.343605
11,0.007807,12.5,23.8,230.080458
12,0.004119,37.5,23.8,230.198029
13,0.005044,0.0,23.8,225.425633
14,0.002596,0.0,23.8,231.605200
15,0.002160,40.0,23.8,239.001668
16,0.002150,0.0,23.8,245.511551
17,0.002166,0.0,23.8,251.390583
18,0.002662,0.0,23.8,254.507022
19,0.003051,20.0,23.8,257.591244
20,0.002441,0.0,23.8,261.819998
21,0.002092,0.0,23.8,266.917534
22,0.002167,0.0,23.8,271.339479
23,0.002309,20.0,23.8,274.823991
24,0.005316,0.0,23.8,267.703021
25,0.002858,28.6,23.8,269.834277
26,0.004977,0.0,23.8,265.459047
27,0.002563,0.0,23.8,268.750152
28,0.003127,33.3,23.8,268.410302
29,0.002898,0.0,23.8,270.043350
30,0.004921,75.0,23.8,266.268386
31,0.002780,0.0,23.8,267.812334
32,0.003349,0.0,23.8,268.099795
33,0.007638,11.1,23.8,259.197591
34,0.003879,16.7,23.8,258.629210
35,0.002768,0.0,23.9,261.007220
36,0.002937,0.0,23.9,261.398832
37,0.004070,44.4,23.9,260.404743
38,0.002686,0.0,23.9,262.146156
39,0.002271,0.0,23.9,264.290513
40,0.002843,0.0,23.9,266.274162
41,0.003149,28.6,23.9,266.858362
42,0.002831,0.0,23.9,267.436212
43,0.002512,0.0,23.9,269.157750
44,0.004569,37.5,23.9,267.076570
45,0.002528,0.0,23.9,269.321031
46,0.003058,0.0,23.9,269.326153
47,0.002752,33.3,23.9,271.054931
48,0.003838,0.0,23.9,269.735220
49,0.002828,0.0,23.9,270.523322
50,0.002747,20.0,23.9,272.112501
51,0.003266,0.0,23.9,271.809216
52,0.004226,37.5,23.9,270.282693
53,0.002703,0.0,23.9,270.955815
54,0.005399,0.0,23.9,268.270758
55,0.003129,16.7,23.9,269.325503
56,0.008639,61.9,23.9,261.950753
57,0.003062,0.0,23.9,262.186260
58,0.004170,12.5,23.9,261.645520
59,0.002959,0.0,23.9,262.494085
60,0.002821,0.0,23.9,263.297848
61,0.002816,0.0,23.9,264.147570
62,0.005109,25.0,23.9,262.280693
63,0.003113,0.0,23.9,262.486691
64,0.004719,50.0,23.9,261.395042
65,0.002906,0.0,23.9,262.133414
66,0.002617,0.0,23.9,262.912072
67,0.003451,37.5,23.9,263.073592
68,0.002930,0.0,23.9,263.733674
69,0.003276,20.0,23.9,263.944513
70,0.006941,0.0,23.9,260.082383
71,0.003858,50.0,23.9,259.702431
72,0.008236,9.1,23.9,255.440678
73,0.002782,0.0,23.9,256.095284
74,0.003852,0.0,23.9,255.675454
75,0.003953,33.3,23.9,255.514257
76,0.003128,0.0,23.8,256.051820
77,0.002100,0.0,23.8,257.469220
78,0.003807,66.7,23.8,257.536409
79,0.006790,0.0,23.8,254.390914
80,0.002707,20.0,23.8,255.365250
81,0.002625,0.0,23.8,256.214686
82,0.002837,0.0,23.8,256.567184
83,0.003903,16.7,23.8,256.514019
84,0.002444,0.0,23.8,257.525028
85,0.003501,0.0,23.8,257.594428
86,0.002380,42.9,23.8,258.651453
87,0.002753,0.0,23.8,259.163250
88,0.003143,0.0,23.8,259.484651
89,0.002470,25.0,23.8,260.486326
90,0.002061,0.0,23.8,261.683691
