Request,Execution Time (s),CPU (%),Memory (%),Requests/s
1,0.024322,0.0,26.0,38.585698
2,0.006176,72.7,26.0,61.727237
3,0.005554,0.0,26.0,78.411396
4,0.005811,27.3,26.0,90.787275
5,0.004182,0.0,26.0,102.050199
6,0.004864,14.3,25.9,110.607338
7,0.003791,0.0,25.9,119.853401
8,0.003978,64.7,25.9,127.805959
9,0.003721,0.0,25.9,135.169320
10,0.003980,0.0,25.9,140.542359
11,0.004620,22.2,25.9,144.565461
12,0.003776,0.0,25.9,149.799692
13,0.003622,20.0,25.9,154.674776
14,0.003996,0.0,25.9,158.446882
15,0.004729,62.5,25.9,160.614739
16,0.003959,0.0,25.9,163.940862
17,0.005318,72.2,25.9,165.321895
18,0.005064,0.0,25.9,165.435838
19,0.004457,50.0,25.9,168.182525
20,0.004354,0.0,25.9,169.944389
21,0.004570,50.0,25.9,170.531192
22,0.005225,0.0,25.9,171.027275
23,0.004148,53.8,25.9,172.823413
24,0.003824,0.0,25.9,174.783604
25,0.005053,66.7,25.9,175.288825
26,0.004717,0.0,25.9,176.058559
27,0.004514,45.5,25.9,177.129588
28,0.005156,0.0,26.0,177.183115
29,0.004141,70.6,26.0,178.505119
30,0.003626,0.0,26.0,180.396551
31,0.003734,0.0,26.0,181.749265
32,0.004701,16.7,26.0,181.933401
33,0.003994,0.0,26.0,183.150836
34,0.004328,25.0,26.0,183.988946
35,0.005000,0.0,26.0,184.023427
36,0.003976,14.3,26.0,185.166495
37,0.005129,0.0,26.0,185.077397
38,0.005419,30.0,25.9,185.205236
39,0.005666,12.5,25.9,184.184200
40,0.004861,0.0,26.0,184.398243
41,0.005343,46.2,26.0,184.513175
42,0.004549,0.0,26.0,184.553137
43,0.005138,53.8,26.0,184.503070
44,0.005256,0.0,26.0,184.140951
45,0.005365,12.5,26.0,183.952634
46,0.004355,0.0,26.0,184.391969
47,0.004673,33.3,26.0,185.021693
48,0.007091,22.2,26.0,183.201214
49,0.004895,0.0,26.0,183.402221
50,0.005194,30.0,26.0,183.318123
51,0.005267,0.0,26.0,183.263142
52,0.004488,44.4,26.0,183.661879
53,0.004906,0.0,26.0,183.794915
54,0.004968,50.0,26.0,183.845127
55,0.004476,0.0,26.0,184.263105
56,0.005219,30.0,26.0,184.138523
57,0.005735,0.0,26.0,183.751302
58,0.005265,25.0,26.0,183.648372
59,0.006352,18.2,26.0,183.126071
60,0.005298,0.0,26.0,182.673574
61,0.005383,41.7,26.0,182.542545
62,0.005913,0.0,26.0,182.040239
63,0.005881,12.5,26.0,181.702326
64,0.005602,36.4,26.0,181.410242
