Request,Execution Time (s),CPU (%),Memory (%),Requests/s
1,0.010688,0.0,26.2,83.050591
2,0.004388,0.0,26.2,119.845818
3,0.005379,27.3,26.2,130.050561
4,0.006229,63.2,26.2,135.389661
5,0.004621,0.0,26.2,144.921014
6,0.003169,20.0,26.2,158.275623
7,0.004562,0.0,26.2,163.287810
8,0.004577,12.5,26.2,167.267847
9,0.005352,0.0,26.2,168.281492
10,0.003678,0.0,26.2,173.382828
11,0.003902,12.5,26.2,178.128210
12,0.004737,0.0,26.2,179.248867
13,0.004185,22.2,26.2,182.289713
14,0.003274,0.0,26.2,186.862575
15,0.002597,20.0,26.2,192.942692
16,0.003702,0.0,26.2,195.546055
17,0.003479,0.0,26.2,198.497190
18,0.003988,37.5,26.2,200.081816
19,0.004201,0.0,26.2,202.225409
20,0.005649,33.3,26.2,198.940578
21,0.003744,0.0,26.2,200.759876
22,0.004124,25.0,26.2,201.855233
23,0.002589,0.0,26.2,205.720642
24,0.004202,0.0,26.2,206.165291
25,0.003431,33.3,26.2,208.209843
26,0.004164,0.0,26.2,208.671042
27,0.003911,14.3,26.2,209.379805
28,0.005056,0.0,26.2,208.068487
29,0.003942,25.0,26.2,208.656806
30,0.005063,0.0,26.2,208.718569
31,0.006006,30.8,26.2,205.794157
32,0.004823,0.0,26.2,206.067167
33,0.003629,14.3,26.2,206.619970
34,0.004389,0.0,26.2,207.376119
35,0.004354,14.3,26.2,206.839539
36,0.003633,0.0,26.2,207.934759
37,0.004020,0.0,26.2,208.328408
38,0.005094,12.5,26.2,208.152685
39,0.004340,22.2,26.2,207.770152
40,0.004420,0.0,26.2,207.895594
41,0.003906,0.0,26.2,209.086919
42,0.004880,12.5,26.2,207.925555
43,0.004221,0.0,26.2,208.389504
44,0.004572,30.0,26.2,208.266329
45,0.004462,0.0,26.2,208.174707
46,0.004282,22.2,26.2,208.327332
47,0.004953,0.0,26.2,207.881640
48,0.005693,11.1,26.2,206.378532
49,0.006536,23.1,26.2,204.795714
50,0.005884,0.0,26.2,203.669080
51,0.004022,25.0,26.2,204.045729
52,0.005235,0.0,26.2,203.516935
53,0.004126,45.5,26.2,203.851022
54,0.005316,0.0,26.2,203.072292
55,0.005823,10.0,26.2,202.089270
